,OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus,size.sub,preferred
4499,Otu004500,218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacteraceae_unclassified,39,Alphaproteobacteria
4508,Otu004509,218,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,18,Gammaproteobacteria
4509,Otu004510,218,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,41,Betaproteobacteria
4510,Otu004511,218,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,45,Epsilonproteobacteria
4517,Otu004518,217,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,32,Deltaproteobacteria
4530,Otu004531,217,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,71,Betaproteobacteria
4548,Otu004549,215,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter,55,Deltaproteobacteria
4554,Otu004555,215,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,45,Alphaproteobacteria
4558,Otu004559,214,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,50,Alphaproteobacteria
4565,Otu004566,214,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,48,Gammaproteobacteria
4571,Otu004572,213,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,26,Deltaproteobacteria
4574,Otu004575,213,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,21,Gammaproteobacteria
4578,Otu004579,213,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,33,Gammaproteobacteria
4584,Otu004585,212,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,63,Deltaproteobacteria
4587,Otu004588,212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,48,Alphaproteobacteria
4602,Otu004603,211,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Solimonadaceae,Solimonadaceae_unclassified,22,Gammaproteobacteria
4604,Otu004605,211,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,33,Gammaproteobacteria
4605,Otu004606,211,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,0319-6G20_unclassified,53,Deltaproteobacteria
4622,Otu004623,210,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,37,Alphaproteobacteria
4633,Otu004634,209,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidiferrobacter,42,Gammaproteobacteria
4649,Otu004650,208,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,61,Alphaproteobacteria
4655,Otu004656,208,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonadaceae_unclassified,47,Alphaproteobacteria
4660,Otu004661,207,Bacteria,Proteobacteria,Betaproteobacteria,B1-7BS,B1-7BS_unclassified,B1-7BS_unclassified,53,Betaproteobacteria
4661,Otu004662,207,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,42,Alphaproteobacteria
4680,Otu004681,206,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenaceae_unclassified,33,Betaproteobacteria
4681,Otu004682,206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,46,Alphaproteobacteria
4687,Otu004688,205,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,15,Alphaproteobacteria
4692,Otu004693,205,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,23,Deltaproteobacteria
4704,Otu004705,204,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,42,Alphaproteobacteria
4722,Otu004723,203,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,39,Alphaproteobacteria
4735,Otu004736,202,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,49,Betaproteobacteria
4741,Otu004742,202,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,16,Gammaproteobacteria
4747,Otu004748,201,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Meganema,30,Alphaproteobacteria
4748,Otu004749,201,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,36,Proteobacteria_unclassified
4749,Otu004750,201,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,19,Deltaproteobacteria
4773,Otu004774,200,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sulfuritalea,49,Betaproteobacteria
4776,Otu004777,200,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,25,Alphaproteobacteria
4802,Otu004803,199,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,35,Alphaproteobacteria
4806,Otu004807,198,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,17,Epsilonproteobacteria
4808,Otu004809,198,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,58,Gammaproteobacteria
4833,Otu004834,197,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,30,Gammaproteobacteria
4837,Otu004838,197,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinaceae_unclassified,27,Deltaproteobacteria
4843,Otu004844,196,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,33,Alphaproteobacteria
4864,Otu004865,196,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Marine_Methylotrophic_Group_3,11,Gammaproteobacteria
4870,Otu004871,195,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenaceae_unclassified,24,Betaproteobacteria
4876,Otu004877,195,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,36,Gammaproteobacteria
4883,Otu004884,195,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacteraceae_unclassified,54,Alphaproteobacteria
4899,Otu004900,194,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,29,Gammaproteobacteria
4900,Otu004901,194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,28,Alphaproteobacteria
4918,Otu004919,193,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,55,Gammaproteobacteria
4924,Otu004925,193,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,43,Gammaproteobacteria
4938,Otu004939,192,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacteraceae_unclassified,12,Alphaproteobacteria
4950,Otu004951,191,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,FukuN57,FukuN57_unclassified,33,Alphaproteobacteria
4975,Otu004976,190,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacteraceae_unclassified,62,Deltaproteobacteria
4994,Otu004995,189,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum,22,Alphaproteobacteria
4996,Otu004997,189,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,62,Alphaproteobacteria
5000,Otu005001,189,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,39,Deltaproteobacteria
5005,Otu005006,189,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderiaceae_unclassified,43,Betaproteobacteria
5009,Otu005010,189,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcales_unclassified,Methylococcales_unclassified,47,Gammaproteobacteria
5010,Otu005011,188,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,MBAE14,MBAE14_unclassified,17,Gammaproteobacteria
5013,Otu005014,188,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,53,Deltaproteobacteria
5033,Otu005034,187,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,51,Betaproteobacteria
5034,Otu005035,187,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,52,Alphaproteobacteria
5071,Otu005072,185,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurovum,28,Epsilonproteobacteria
5082,Otu005083,184,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacteraceae_unclassified,43,Deltaproteobacteria
5094,Otu005095,184,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,37,Gammaproteobacteria
5099,Otu005100,183,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodobium,38,Alphaproteobacteria
5107,Otu005108,183,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,36,Deltaproteobacteria
5121,Otu005122,183,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,23,Alphaproteobacteria
5134,Otu005135,182,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,59,Gammaproteobacteria
5143,Otu005144,182,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter,45,Deltaproteobacteria
5144,Otu005145,182,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,26,Alphaproteobacteria
5155,Otu005156,181,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,17,Alphaproteobacteria
5168,Otu005169,180,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,53,Alphaproteobacteria
5174,Otu005175,180,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,28,Gammaproteobacteria
5183,Otu005184,179,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,32,Proteobacteria_unclassified
5208,Otu005209,178,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,38,Betaproteobacteria
5225,Otu005226,177,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcaceae_unclassified,43,Gammaproteobacteria
5238,Otu005239,176,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,18,Gammaproteobacteria
5259,Otu005260,175,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,43,Alphaproteobacteria
5262,Otu005263,175,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales_unclassified,Sphingomonadales_unclassified,28,Alphaproteobacteria
5279,Otu005280,174,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,33,Gammaproteobacteria
5289,Otu005290,174,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Leeia,28,Betaproteobacteria
5304,Otu005305,173,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,45,Deltaproteobacteria
5312,Otu005313,173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,49,Alphaproteobacteria
5323,Otu005324,172,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitratisoma,43,Betaproteobacteria
5329,Otu005330,172,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,48,Alphaproteobacteria
5355,Otu005356,171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,43,Alphaproteobacteria
5377,Otu005378,170,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcaceae_unclassified,49,Gammaproteobacteria
5385,Otu005386,169,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12_unclassified,31,Alphaproteobacteria
5392,Otu005393,169,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,38,Alphaproteobacteria
5397,Otu005398,169,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,40,Alphaproteobacteria
5413,Otu005414,168,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,43,Deltaproteobacteria
5420,Otu005421,168,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,19,Gammaproteobacteria
5430,Otu005431,168,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,45,Gammaproteobacteria
5436,Otu005437,167,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,52,Gammaproteobacteria
5452,Otu005453,167,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,44,Gammaproteobacteria
5480,Otu005481,166,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Steroidobacter,50,Gammaproteobacteria
5497,Otu005498,165,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,39,Deltaproteobacteria
5503,Otu005504,165,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,42,Alphaproteobacteria
5512,Otu005513,164,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonadaceae_unclassified,18,Betaproteobacteria
5516,Otu005517,164,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,35,Deltaproteobacteria
5520,Otu005521,164,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,29,Gammaproteobacteria
5558,Otu005559,162,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclaceae_unclassified,47,Betaproteobacteria
5581,Otu005582,161,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,32,Alphaproteobacteria
5582,Otu005583,161,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenaceae_unclassified,18,Betaproteobacteria
5594,Otu005595,160,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,33,Gammaproteobacteria
5596,Otu005597,160,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Craurococcus,23,Alphaproteobacteria
5624,Otu005625,159,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Steroidobacter,26,Gammaproteobacteria
5642,Otu005643,159,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,DA111_unclassified,42,Alphaproteobacteria
5650,Otu005651,158,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,18,Proteobacteria_unclassified
5673,Otu005674,157,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,1174-901-12,1174-901-12_unclassified,62,Alphaproteobacteria
5683,Otu005684,157,Bacteria,Proteobacteria,Alphaproteobacteria,DB1-14,DB1-14_unclassified,DB1-14_unclassified,28,Alphaproteobacteria
5701,Otu005702,156,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,0319-6G20_unclassified,30,Deltaproteobacteria
5713,Otu005714,156,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter,32,Deltaproteobacteria
5756,Otu005757,154,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,31,Proteobacteria_unclassified
5758,Otu005759,154,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12_unclassified,29,Alphaproteobacteria
5791,Otu005792,153,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,30,Gammaproteobacteria
5797,Otu005798,153,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Steroidobacter,23,Gammaproteobacteria
5799,Otu005800,153,Bacteria,Proteobacteria,Betaproteobacteria,TRA3-20,TRA3-20_unclassified,TRA3-20_unclassified,28,Betaproteobacteria
5800,Otu005801,153,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12_unclassified,32,Alphaproteobacteria
5813,Otu005814,152,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Enhygromyxa,57,Deltaproteobacteria
5819,Otu005820,152,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,31,Alphaproteobacteria
5827,Otu005828,152,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium,17,Alphaproteobacteria
5855,Otu005856,151,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,28,Betaproteobacteria
5880,Otu005881,150,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,22,Betaproteobacteria
5882,Otu005883,150,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,37,Proteobacteria_unclassified
5915,Otu005917,149,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,51,Gammaproteobacteria
5925,Otu005927,149,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacteraceae_unclassified,41,Deltaproteobacteria
5943,Otu005945,148,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,23,Betaproteobacteria
5957,Otu005960,147,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,31,Gammaproteobacteria
5971,Otu005974,147,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,27,Deltaproteobacteria
6004,Otu006007,145,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,CABC2E06,CABC2E06_unclassified,20,Gammaproteobacteria
6014,Otu006017,145,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,57,Betaproteobacteria
6018,Otu006021,145,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,25,Alphaproteobacteria
6021,Otu006024,145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,40,Alphaproteobacteria
6027,Otu006030,145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,31,Alphaproteobacteria
6062,Otu006065,143,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,26,Gammaproteobacteria
6063,Otu006066,143,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,46,Deltaproteobacteria
