"","OTU","s.deep.water","s.marsh.water","s.deep.sed","s.marsh.sed","s.wet.soil","s.up.soil","index","stat","p.value","p.fdr","X","Size","Kingdom","Phylum","Class","Order","Family","Genus","size.sub","preferred"
"379","Otu004579",1,1,0,0,0,0,7,0.577350269189626,0.01,0.028,4578,213,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",33,"Gammaproteobacteria"
"380","Otu004748",1,1,0,0,0,0,7,0.475761495244572,0.02,0.046,4747,201,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Meganema",30,"Alphaproteobacteria"
"381","Otu006238",1,1,0,0,0,0,7,0.540061724867322,0.02,0.046,6235,138,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Candidatus_Branchiomonas",33,"Betaproteobacteria"
"382","Otu004741",1,1,0,0,0,0,7,0.540061724867322,0.01,0.028,4740,202,"Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Leptospiraceae","Leptospira",37,"Spirochaetae"
"383","Otu000018",1,1,0,0,0,0,7,0.788507727356233,0.01,0.028,18,51131,"Bacteria","Verrucomicrobia","Opitutae","vadinHA64","vadinHA64_unclassified","vadinHA64_unclassified",8493,"Verrucomicrobia"
"384","Otu000147",1,1,0,0,0,0,7,0.774166573841814,0.01,0.028,147,8823,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","FukuN18_freshwater_group","FukuN18_freshwater_group_unclassified",1459,"Verrucomicrobia"
"385","Otu000342",1,1,0,0,0,0,7,0.610234812664731,0.02,0.046,342,4223,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","FukuN18_freshwater_group","FukuN18_freshwater_group_unclassified",1363,"Verrucomicrobia"
"386","Otu000824",1,1,0,0,0,0,7,0.78358285449859,0.01,0.028,824,1773,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",311,"Verrucomicrobia"
"387","Otu000994",1,1,0,0,0,0,7,0.517870272298763,0.02,0.046,994,1415,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_unclassified",224,"Verrucomicrobia"
"388","Otu001314",1,1,0,0,0,0,7,0.5,0.01,0.028,1314,1048,"Bacteria","Verrucomicrobia","Opitutae","vadinHA64","vadinHA64_unclassified","vadinHA64_unclassified",221,"Verrucomicrobia"
"389","Otu004439",1,0,1,0,0,0,8,0.675997468705709,0.01,0.028,4438,222,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified",49,"Bacteroidetes"
"390","Otu005383",1,0,1,0,0,0,8,0.591607978309962,0.01,0.028,5382,169,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagales_unclassified","Cytophagales_unclassified",29,"Bacteroidetes"
"391","Otu003495",1,0,1,0,0,0,8,0.65770390817078,0.01,0.028,3495,308,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",66,"Gammaproteobacteria"
"392","Otu003813",1,0,1,0,0,0,8,0.454858826147342,0.02,0.046,3812,276,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudospirillum",30,"Gammaproteobacteria"
"393","Otu001002",1,0,1,0,0,0,8,0.628516250939256,0.01,0.028,1002,1401,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",207,"Verrucomicrobia"
"394","Otu006434",0,1,1,0,0,0,12,0.559569727174275,0.01,0.028,6431,131,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter",29,"Bacteroidetes"
"395","Otu002987",0,1,1,0,0,0,12,0.584152449477999,0.02,0.046,2987,381,"Bacteria","BD1-5","BD1-5_unclassified","BD1-5_unclassified","BD1-5_unclassified","BD1-5_unclassified",59,"BD1-5"
"396","Otu002726",0,1,1,0,0,0,12,0.730401732748297,0.01,0.028,2726,426,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified",99,"Firmicutes"
"397","Otu002155",0,1,1,0,0,0,12,0.585675667421909,0.01,0.028,2155,583,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas",118,"Epsilonproteobacteria"
"398","Otu002840",0,1,1,0,0,0,12,0.496890031148617,0.02,0.046,2840,405,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiodictyon",105,"Gammaproteobacteria"
"399","Otu003364",0,1,1,0,0,0,12,0.589118320467478,0.02,0.046,3364,324,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylotenera",79,"Betaproteobacteria"
"400","Otu003700",0,1,1,0,0,0,12,0.513775906014991,0.02,0.046,3699,284,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",62,"Epsilonproteobacteria"
"401","Otu004016",0,1,1,0,0,0,12,0.652953757975799,0.01,0.028,4015,256,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",76,"Alphaproteobacteria"
"402","Otu005684",0,1,1,0,0,0,12,0.525851059727538,0.02,0.046,5683,157,"Bacteria","Proteobacteria","Alphaproteobacteria","DB1-14","DB1-14_unclassified","DB1-14_unclassified",28,"Alphaproteobacteria"
"403","Otu006409",0,1,1,0,0,0,12,0.581008919401098,0.02,0.046,6406,132,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcales_unclassified","Methylococcales_unclassified",46,"Gammaproteobacteria"
"404","Otu002873",0,1,1,0,0,0,12,0.530672758439319,0.02,0.046,2873,400,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",71,"Verrucomicrobia"
"405","Otu003717",0,1,0,1,0,0,13,0.477605207712983,0.01,0.028,3716,283,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",33,"Bacteroidetes"
"406","Otu003902",0,1,0,1,0,0,13,0.591781502348845,0.01,0.028,3901,266,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga",43,"Bacteroidetes"
"407","Otu001666",0,1,0,1,0,0,13,0.637204821019284,0.01,0.028,1666,809,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",137,"Betaproteobacteria"
"408","Otu002237",0,1,0,1,0,0,13,0.591501036358687,0.01,0.028,2237,554,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium",97,"Verrucomicrobia"
"409","Otu002804",0,1,0,0,0,1,15,0.570952728293491,0.01,0.028,2804,415,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera",102,"Planctomycetes"
"410","Otu005222",0,1,0,0,0,1,15,0.502649695531501,0.02,0.046,5221,178,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",47,"Planctomycetes"
"411","Otu000575",0,0,1,1,0,0,16,0.792127072540931,0.01,0.028,575,2482,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_unclassified","Subgroup_6_unclassified",714,"Acidobacteria"
"412","Otu001883",0,0,1,1,0,0,16,0.72077061462391,0.01,0.028,1883,695,"Bacteria","Acidobacteria","Holophagae","Holophagales","Holophagaceae","Holophagaceae_unclassified",151,"Acidobacteria"
"413","Otu002256",0,0,1,1,0,0,16,0.567826556191377,0.01,0.028,2256,549,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_unclassified","Subgroup_6_unclassified",140,"Acidobacteria"
"414","Otu002653",0,0,1,1,0,0,16,0.577223725350673,0.01,0.028,2653,443,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_4","Unknown_Family","Blastocatella",152,"Acidobacteria"
"415","Otu006146",0,0,1,1,0,0,16,0.562759856803897,0.02,0.046,6143,140,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Bryobacter",53,"Acidobacteria"
"416","Otu000862",0,0,1,1,0,0,16,0.888429959732166,0.01,0.028,862,1676,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacteriaceae_unclassified",313,"Actinobacteria"
"417","Otu000996",0,0,1,1,0,0,16,0.774942156225067,0.01,0.028,996,1411,"Bacteria","Actinobacteria","Actinobacteria","PeM15","PeM15_unclassified","PeM15_unclassified",348,"Actinobacteria"
"418","Otu002229",0,0,1,1,0,0,16,0.720148572692213,0.01,0.028,2229,556,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified",110,"Actinobacteria"
"419","Otu002277",0,0,1,1,0,0,16,0.617535676469326,0.01,0.028,2277,544,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacteriaceae_unclassified",107,"Actinobacteria"
"420","Otu003146",0,0,1,1,0,0,16,0.636738676684548,0.01,0.028,3146,357,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified",65,"Actinobacteria"
"421","Otu001481",0,0,1,1,0,0,16,0.679514286084096,0.01,0.028,1481,920,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",192,"Bacteria_unclassified"
"422","Otu002557",0,0,1,1,0,0,16,0.739746515333819,0.01,0.028,2557,463,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",82,"Bacteria_unclassified"
"423","Otu000096",0,0,1,1,0,0,16,0.948862157577718,0.01,0.028,96,12698,"Bacteria","Bacteroidetes","vadinHA17","vadinHA17_unclassified","vadinHA17_unclassified","vadinHA17_unclassified",2640,"Bacteroidetes"
"424","Otu000389",0,0,1,1,0,0,16,0.89442940450216,0.01,0.028,389,3777,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","WCHB1-69","WCHB1-69_unclassified",760,"Bacteroidetes"
"425","Otu000481",0,0,1,1,0,0,16,0.802240528673161,0.01,0.028,481,2997,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_unclassified",612,"Bacteroidetes"
"426","Otu000904",0,0,1,1,0,0,16,0.863011382592679,0.01,0.028,904,1557,"Bacteria","Bacteroidetes","SB-5","SB-5_unclassified","SB-5_unclassified","SB-5_unclassified",320,"Bacteroidetes"
"427","Otu001159",0,0,1,1,0,0,16,0.734850792407416,0.01,0.028,1159,1221,"Bacteria","Bacteroidetes","BSV13","BSV13_unclassified","BSV13_unclassified","BSV13_unclassified",252,"Bacteroidetes"
"428","Otu001262",0,0,1,1,0,0,16,0.809696436037134,0.01,0.028,1262,1097,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","PHOS-HE51","PHOS-HE51_unclassified",203,"Bacteroidetes"
"429","Otu001349",0,0,1,1,0,0,16,0.697810255379137,0.01,0.028,1349,1028,"Bacteria","Bacteroidetes","vadinHA17","vadinHA17_unclassified","vadinHA17_unclassified","vadinHA17_unclassified",244,"Bacteroidetes"
"430","Otu001493",0,0,1,1,0,0,16,0.714047480539148,0.01,0.028,1493,914,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophagaceae_unclassified",160,"Bacteroidetes"
"431","Otu001495",0,0,1,1,0,0,16,0.813646087194636,0.01,0.028,1495,913,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",222,"Bacteroidetes"
"432","Otu001552",0,0,1,1,0,0,16,0.660048116269576,0.01,0.028,1552,881,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",120,"Bacteroidetes"
"433","Otu001562",0,0,1,1,0,0,16,0.716100401078427,0.01,0.028,1562,874,"Bacteria","Bacteroidetes","vadinHA17","vadinHA17_unclassified","vadinHA17_unclassified","vadinHA17_unclassified",196,"Bacteroidetes"
"434","Otu001571",0,0,1,1,0,0,16,0.789217006949093,0.01,0.028,1571,868,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9_marine_group","NS9_marine_group_unclassified",167,"Bacteroidetes"
"435","Otu001709",0,0,1,1,0,0,16,0.9021237579245,0.01,0.028,1709,789,"Bacteria","Bacteroidetes","BSV13","BSV13_unclassified","BSV13_unclassified","BSV13_unclassified",160,"Bacteroidetes"
"436","Otu001812",0,0,1,1,0,0,16,0.706869576018076,0.01,0.028,1812,734,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",125,"Bacteroidetes"
"437","Otu001920",0,0,1,1,0,0,16,0.842977923294936,0.01,0.028,1920,680,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","WCHB1-69","WCHB1-69_unclassified",126,"Bacteroidetes"
"438","Otu002011",0,0,1,1,0,0,16,0.730924529546199,0.01,0.028,2011,635,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","WCHB1-69","WCHB1-69_unclassified",151,"Bacteroidetes"
"439","Otu002073",0,0,1,1,0,0,16,0.684254313112249,0.01,0.028,2073,614,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophagaceae_unclassified",114,"Bacteroidetes"
"440","Otu002074",0,0,1,1,0,0,16,0.76162663249435,0.01,0.028,2074,613,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","env.OPS_17","env.OPS_17_unclassified",117,"Bacteroidetes"
"441","Otu002304",0,0,1,1,0,0,16,0.73002218808551,0.01,0.028,2304,535,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_unclassified",167,"Bacteroidetes"
"442","Otu002311",0,0,1,1,0,0,16,0.644931220903875,0.01,0.028,2311,533,"Bacteria","Bacteroidetes","BD2-2","BD2-2_unclassified","BD2-2_unclassified","BD2-2_unclassified",101,"Bacteroidetes"
"443","Otu002355",0,0,1,1,0,0,16,0.663146078660191,0.01,0.028,2355,520,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","env.OPS_17","env.OPS_17_unclassified",138,"Bacteroidetes"
"444","Otu002438",0,0,1,1,0,0,16,0.595940045020418,0.02,0.046,2438,495,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga",148,"Bacteroidetes"
"445","Otu002502",0,0,1,1,0,0,16,0.642398374832932,0.01,0.028,2502,476,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Chryseolinea",111,"Bacteroidetes"
"446","Otu002574",0,0,1,1,0,0,16,0.697863157798853,0.01,0.028,2574,461,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified",93,"Bacteroidetes"
"447","Otu002581",0,0,1,1,0,0,16,0.532477457751598,0.01,0.028,2581,459,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_unclassified",77,"Bacteroidetes"
"448","Otu002588",0,0,1,1,0,0,16,0.519155018282979,0.02,0.046,2588,458,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas",56,"Bacteroidetes"
"449","Otu002618",0,0,1,1,0,0,16,0.602673507507013,0.01,0.028,2618,453,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",97,"Bacteroidetes"
"450","Otu002637",0,0,1,1,0,0,16,0.70013302750602,0.01,0.028,2637,448,"Bacteria","Bacteroidetes","SB-1","SB-1_unclassified","SB-1_unclassified","SB-1_unclassified",114,"Bacteroidetes"
"451","Otu002670",0,0,1,1,0,0,16,0.656414880182047,0.01,0.028,2670,438,"Bacteria","Bacteroidetes","vadinHA17","vadinHA17_unclassified","vadinHA17_unclassified","vadinHA17_unclassified",68,"Bacteroidetes"
"452","Otu002764",0,0,1,1,0,0,16,0.525725943732275,0.01,0.028,2764,420,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",33,"Bacteroidetes"
"453","Otu002969",0,0,1,1,0,0,16,0.875450392995371,0.01,0.028,2969,384,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","WCHB1-69","WCHB1-69_unclassified",91,"Bacteroidetes"
"454","Otu002984",0,0,1,1,0,0,16,0.630906532568473,0.01,0.028,2984,382,"Bacteria","Bacteroidetes","vadinHA17","vadinHA17_unclassified","vadinHA17_unclassified","vadinHA17_unclassified",83,"Bacteroidetes"
"455","Otu003414",0,0,1,1,0,0,16,0.600796184674442,0.01,0.028,3414,317,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified",49,"Bacteroidetes"
"456","Otu003575",0,0,1,1,0,0,16,0.505220787350041,0.02,0.046,3575,299,"Bacteria","Bacteroidetes","vadinHA17","vadinHA17_unclassified","vadinHA17_unclassified","vadinHA17_unclassified",63,"Bacteroidetes"
"457","Otu003925",0,0,1,1,0,0,16,0.696677372343726,0.01,0.028,3924,265,"Bacteria","Bacteroidetes","WCHB1-32","WCHB1-32_unclassified","WCHB1-32_unclassified","WCHB1-32_unclassified",61,"Bacteroidetes"
"458","Otu004183",0,0,1,1,0,0,16,0.581393899157235,0.02,0.046,4182,242,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified",48,"Bacteroidetes"
"459","Otu004308",0,0,1,1,0,0,16,0.51764460383046,0.01,0.028,4307,234,"Bacteria","Bacteroidetes","vadinHA17","vadinHA17_unclassified","vadinHA17_unclassified","vadinHA17_unclassified",40,"Bacteroidetes"
"460","Otu005298",0,0,1,1,0,0,16,0.459920287391346,0.02,0.046,5297,174,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophagaceae_unclassified",30,"Bacteroidetes"
"461","Otu006144",0,0,1,1,0,0,16,0.513818239193688,0.01,0.028,6141,141,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","WCHB1-69","WCHB1-69_unclassified",33,"Bacteroidetes"
"462","Otu001870",0,0,1,1,0,0,16,0.7606524464424,0.01,0.028,1870,703,"Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","PHOS-HE36","PHOS-HE36_unclassified",171,"Chlorobi"
"463","Otu003066",0,0,1,1,0,0,16,0.574409439705853,0.01,0.028,3066,369,"Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","BSV26","BSV26_unclassified",93,"Chlorobi"
"464","Otu000927",0,0,1,1,0,0,16,0.779138803532295,0.01,0.028,927,1525,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",370,"Chloroflexi"
"465","Otu001033",0,0,1,1,0,0,16,0.837833145528527,0.01,0.028,1033,1369,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",244,"Chloroflexi"
"466","Otu001067",0,0,1,1,0,0,16,0.722625644782566,0.01,0.028,1067,1325,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",134,"Chloroflexi"
"467","Otu001121",0,0,1,1,0,0,16,0.772889413875436,0.01,0.028,1121,1271,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",210,"Chloroflexi"
"468","Otu001472",0,0,1,1,0,0,16,0.853264730204375,0.01,0.028,1472,926,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",135,"Chloroflexi"
"469","Otu001765",0,0,1,1,0,0,16,0.729053831875045,0.01,0.028,1765,761,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",170,"Chloroflexi"
"470","Otu002271",0,0,1,1,0,0,16,0.709055703854097,0.01,0.028,2271,545,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",101,"Chloroflexi"
"471","Otu002515",0,0,1,1,0,0,16,0.80246217627144,0.01,0.028,2515,473,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",121,"Chloroflexi"
"472","Otu002690",0,0,1,1,0,0,16,0.794089084286312,0.01,0.028,2690,434,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",93,"Chloroflexi"
"473","Otu002841",0,0,1,1,0,0,16,0.615513028520131,0.01,0.028,2841,405,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",93,"Chloroflexi"
"474","Otu002887",0,0,1,1,0,0,16,0.623146602583765,0.01,0.028,2887,397,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",79,"Chloroflexi"
"475","Otu002918",0,0,1,1,0,0,16,0.588585643381942,0.02,0.046,2918,393,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",123,"Chloroflexi"
"476","Otu004893",0,0,1,1,0,0,16,0.577790018000716,0.01,0.028,4892,194,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",47,"Chloroflexi"
"477","Otu005779",0,0,1,1,0,0,16,0.471987581645664,0.02,0.046,5778,154,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",32,"Chloroflexi"
"478","Otu005855",0,0,1,1,0,0,16,0.700159774412834,0.01,0.028,5854,151,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",38,"Chloroflexi"
"479","Otu007476",0,0,1,1,0,0,16,0.482185771961368,0.02,0.046,7472,104,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",25,"Chloroflexi"
"480","Otu004368",0,0,1,1,0,0,16,0.712162989730996,0.01,0.028,4367,228,"Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","possible_family_01","possible_family_01_unclassified",56,"Fibrobacteres"
"481","Otu001861",0,0,1,1,0,0,16,0.820488867589715,0.01,0.028,1861,709,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified",119,"Firmicutes"
"482","Otu003208",0,0,1,1,0,0,16,0.562523275577881,0.02,0.046,3208,347,"Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus",80,"Firmicutes"
"483","Otu001846",0,0,1,1,0,0,16,0.728813677569561,0.01,0.028,1846,716,"Bacteria","Lentisphaerae","RFP12_gut_group","RFP12_gut_group_unclassified","RFP12_gut_group_unclassified","RFP12_gut_group_unclassified",94,"Lentisphaerae"
"484","Otu004456",0,0,1,1,0,0,16,0.541142209558386,0.02,0.046,4455,221,"Bacteria","Lentisphaerae","RFP12_gut_group","RFP12_gut_group_unclassified","RFP12_gut_group_unclassified","RFP12_gut_group_unclassified",58,"Lentisphaerae"
"485","Otu002583",0,0,1,1,0,0,16,0.588207592099246,0.02,0.046,2583,459,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",69,"Planctomycetes"
"486","Otu003552",0,0,1,1,0,0,16,0.534522483824849,0.01,0.028,3552,301,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",43,"Planctomycetes"
"487","Otu000246",0,0,1,1,0,0,16,0.943910058982018,0.01,0.028,246,5835,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus",1076,"Deltaproteobacteria"
"488","Otu000349",0,0,1,1,0,0,16,0.552227631636499,0.01,0.028,349,4143,"Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified",513,"Deltaproteobacteria"
"489","Otu000360",0,0,1,1,0,0,16,0.860336352759134,0.01,0.028,360,4034,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","M20-Pitesti","M20-Pitesti_unclassified",733,"Deltaproteobacteria"
"490","Otu000440",0,0,1,1,0,0,16,0.86065394276385,0.01,0.028,440,3345,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",730,"Deltaproteobacteria"
"491","Otu000482",0,0,1,1,0,0,16,0.809026767595219,0.01,0.028,482,2995,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Xanthomonadales_Incertae_Sedis_unclassified",751,"Gammaproteobacteria"
"492","Otu000623",0,0,1,1,0,0,16,0.765470268754091,0.01,0.028,623,2319,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Xanthomonadales_Incertae_Sedis_unclassified",562,"Gammaproteobacteria"
"493","Otu000634",0,0,1,1,0,0,16,0.785171751987397,0.01,0.028,634,2264,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Anaeromyxobacter",403,"Deltaproteobacteria"
"494","Otu000691",0,0,1,1,0,0,16,0.895683525285188,0.01,0.028,691,2114,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Crenotrichaceae","Crenothrix",526,"Gammaproteobacteria"
"495","Otu000756",0,0,1,1,0,0,16,0.826071141055832,0.01,0.028,756,1933,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",369,"Betaproteobacteria"
"496","Otu000851",0,0,1,1,0,0,16,0.893862846368101,0.01,0.028,851,1705,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Syntrophus",378,"Deltaproteobacteria"
"497","Otu000887",0,0,1,1,0,0,16,0.663299852817193,0.01,0.028,887,1591,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",296,"Betaproteobacteria"
"498","Otu000903",0,0,1,1,0,0,16,0.82061137591433,0.01,0.028,903,1558,"Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified",296,"Deltaproteobacteria"
"499","Otu000915",0,0,1,1,0,0,16,0.535341980320637,0.01,0.028,915,1540,"Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified",93,"Deltaproteobacteria"
