"","OTU","s.deep.water","s.marsh.water","s.deep.sed","s.marsh.sed","s.wet.soil","s.up.soil","index","stat","p.value","p.fdr","X","Size","Kingdom","Phylum","Class","Order","Family","Genus","size.sub","preferred"
"121","Otu007050",0,0,1,0,0,0,3,0.568463437584105,0.02,0.046,7046,114,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",37,"Gammaproteobacteria"
"122","Otu007419",0,0,1,0,0,0,3,0.689356157342701,0.01,0.028,7415,106,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Candidatus_Competibacter",31,"Gammaproteobacteria"
"123","Otu008303",0,0,1,0,0,0,3,0.717917121587058,0.01,0.028,8298,90,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified","Rhodospirillales_unclassified",26,"Alphaproteobacteria"
"124","Otu008534",0,0,1,0,0,0,3,0.574358092173439,0.01,0.028,8529,86,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","Desulfarculaceae_unclassified",28,"Deltaproteobacteria"
"125","Otu011656",0,0,1,0,0,0,3,0.575595934325157,0.02,0.046,11645,51,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcales_unclassified","Myxococcales_unclassified",20,"Deltaproteobacteria"
"126","Otu012016",0,0,1,0,0,0,3,0.406514744244456,0.02,0.046,12004,49,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus",22,"Deltaproteobacteria"
"127","Otu002130",0,0,1,0,0,0,3,0.859561727936631,0.01,0.028,2130,591,"Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Leptospiraceae","Leptospiraceae_unclassified",119,"Spirochaetae"
"128","Otu004185",0,0,1,0,0,0,3,0.591316473991545,0.01,0.028,4184,242,"Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta",51,"Spirochaetae"
"129","Otu005353",0,0,1,0,0,0,3,0.617674460480952,0.01,0.028,5352,171,"Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaetaceae_unclassified",37,"Spirochaetae"
"130","Otu003796",0,0,1,0,0,0,3,0.581988926400646,0.02,0.046,3795,277,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_unclassified",93,"Verrucomicrobia"
"131","Otu004373",0,0,1,0,0,0,3,0.642613095512117,0.01,0.028,4372,228,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",82,"Verrucomicrobia"
"132","Otu004558",0,0,1,0,0,0,3,0.768819820298564,0.01,0.028,4557,214,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",46,"Verrucomicrobia"
"133","Otu006302",0,0,1,0,0,0,3,0.693349920668395,0.01,0.028,6299,135,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",40,"Verrucomicrobia"
"134","Otu007477",0,0,1,0,0,0,3,0.590096844352082,0.01,0.028,7473,104,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",35,"Verrucomicrobia"
"135","Otu008692",0,0,1,0,0,0,3,0.628059792457991,0.01,0.028,8687,83,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",35,"Verrucomicrobia"
"136","Otu001509",0,0,0,1,0,0,4,0.479606510359989,0.02,0.046,1509,900,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Patulibacteraceae","Patulibacter",82,"Actinobacteria"
"137","Otu002425",0,0,0,1,0,0,4,0.538312096263222,0.02,0.046,2425,498,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter",95,"Bacteroidetes"
"138","Otu002372",0,0,0,1,0,0,4,0.512477616732436,0.01,0.028,2372,513,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",96,"Chloroflexi"
"139","Otu004903",0,0,0,1,0,0,4,0.448218107928425,0.02,0.046,4902,194,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",42,"Planctomycetes"
"140","Otu001146",0,0,0,1,0,0,4,0.498055447349653,0.01,0.028,1146,1238,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia",96,"Alphaproteobacteria"
"141","Otu002908",0,0,0,1,0,0,4,0.606326947803219,0.01,0.028,2908,394,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",66,"Deltaproteobacteria"
"142","Otu004518",0,0,0,1,0,0,4,0.555572393879407,0.01,0.028,4517,217,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",32,"Deltaproteobacteria"
"143","Otu004443",0,0,0,1,0,0,4,0.590409686432067,0.01,0.028,4442,222,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",28,"Verrucomicrobia"
"144","Otu003280",0,0,0,0,1,0,5,0.530936848177402,0.01,0.028,3280,336,"Bacteria","Candidate_division_WS3","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified",48,"Candidate_division_WS3"
"145","Otu003644",0,0,0,0,1,0,5,0.626515748206224,0.01,0.028,3644,290,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","HSB_OF53-F07","HSB_OF53-F07_unclassified",57,"Chloroflexi"
"146","Otu002027",0,0,0,0,1,0,5,0.539673853423881,0.02,0.046,2027,628,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified",100,"Gemmatimonadetes"
"147","Otu005946",0,0,0,0,1,0,5,0.482140221488319,0.02,0.046,5944,148,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospiraceae_unclassified",40,"Nitrospirae"
"148","Otu004723",0,0,0,0,1,0,5,0.487954062115911,0.01,0.028,4722,203,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111","DA111_unclassified",39,"Alphaproteobacteria"
"149","Otu004749",0,0,0,0,1,0,5,0.431376171049004,0.01,0.028,4748,201,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",36,"Proteobacteria_unclassified"
"150","Otu005974",0,0,0,0,1,0,5,0.461038155800824,0.01,0.028,5971,147,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacter",27,"Deltaproteobacteria"
"151","Otu000408",0,0,0,0,0,1,6,0.837730345768676,0.01,0.028,408,3635,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Bryobacter",763,"Acidobacteria"
"152","Otu000410",0,0,0,0,0,1,6,0.732392025772366,0.01,0.028,410,3610,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Granulicella",689,"Acidobacteria"
"153","Otu000435",0,0,0,0,0,1,6,0.825871549765329,0.01,0.028,435,3427,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Acidobacterium",655,"Acidobacteria"
"154","Otu000582",0,0,0,0,0,1,6,0.683649296885219,0.01,0.028,582,2455,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Granulicella",364,"Acidobacteria"
"155","Otu000603",0,0,0,0,0,1,6,0.767529091684072,0.01,0.028,603,2384,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Candidatus_Solibacter",355,"Acidobacteria"
"156","Otu000622",0,0,0,0,0,1,6,0.728729031589947,0.01,0.028,622,2321,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_2","Subgroup_2_unclassified","Subgroup_2_unclassified",345,"Acidobacteria"
"157","Otu000681",0,0,0,0,0,1,6,0.654654239881713,0.01,0.028,681,2127,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Granulicella",284,"Acidobacteria"
"158","Otu000979",0,0,0,0,0,1,6,0.55048188256318,0.02,0.046,979,1438,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Acidobacteriaceae_",114,"Acidobacteria"
"159","Otu001036",0,0,0,0,0,1,6,0.62586009022505,0.01,0.028,1036,1364,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Acidobacteriaceae_",114,"Acidobacteria"
"160","Otu001047",0,0,0,0,0,1,6,0.741426703309455,0.01,0.028,1047,1353,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Acidobacterium",213,"Acidobacteria"
"161","Otu001114",0,0,0,0,0,1,6,0.669916862013906,0.01,0.028,1114,1277,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Telmatobacter",257,"Acidobacteria"
"162","Otu001252",0,0,0,0,0,1,6,0.672736856335768,0.01,0.028,1252,1105,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Candidatus_Solibacter",109,"Acidobacteria"
"163","Otu001521",0,0,0,0,0,1,6,0.583573136916536,0.01,0.028,1521,895,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Telmatobacter",213,"Acidobacteria"
"164","Otu001753",0,0,0,0,0,1,6,0.685192838054253,0.01,0.028,1753,766,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Bryobacter",156,"Acidobacteria"
"165","Otu002087",0,0,0,0,0,1,6,0.620080893857863,0.01,0.028,2087,610,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Acidicapsa",66,"Acidobacteria"
"166","Otu002688",0,0,0,0,0,1,6,0.588370965637021,0.01,0.028,2688,435,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Candidatus_Solibacter",65,"Acidobacteria"
"167","Otu003272",0,0,0,0,0,1,6,0.529214692271437,0.01,0.028,3272,337,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Candidatus_Solibacter",74,"Acidobacteria"
"168","Otu003420",0,0,0,0,0,1,6,0.527344903426547,0.01,0.028,3420,317,"Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Bryobacter",68,"Acidobacteria"
"169","Otu003888",0,0,0,0,0,1,6,0.603022689155527,0.01,0.028,3887,268,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Edaphobacter",74,"Acidobacteria"
"170","Otu008419",0,0,0,0,0,1,6,0.460566186471838,0.02,0.046,8414,88,"Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_","Acidobacterium",29,"Acidobacteria"
"171","Otu000102",0,0,0,0,0,1,6,0.787144330921642,0.01,0.028,102,12109,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacterales_unclassified","Solirubrobacterales_unclassified",2066,"Actinobacteria"
"172","Otu000103",0,0,0,0,0,1,6,0.864353102865355,0.01,0.028,103,12007,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",2845,"Actinobacteria"
"173","Otu000299",0,0,0,0,0,1,6,0.631099094350439,0.01,0.028,299,4799,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",1253,"Actinobacteria"
"174","Otu000370",0,0,0,0,0,1,6,0.757497000767994,0.01,0.028,370,3938,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",864,"Actinobacteria"
"175","Otu000395",0,0,0,0,0,1,6,0.60676271943534,0.02,0.046,395,3731,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",918,"Actinobacteria"
"176","Otu000401",0,0,0,0,0,1,6,0.661833800212116,0.01,0.028,401,3668,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",1004,"Actinobacteria"
"177","Otu000533",0,0,0,0,0,1,6,0.694961417188212,0.01,0.028,533,2679,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified",369,"Actinobacteria"
"178","Otu000772",0,0,0,0,0,1,6,0.637946330795881,0.01,0.028,772,1885,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",534,"Actinobacteria"
"179","Otu000838",0,0,0,0,0,1,6,0.646350347581752,0.01,0.028,838,1724,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","YNPFFP1","YNPFFP1_unclassified",352,"Actinobacteria"
"180","Otu001011",0,0,0,0,0,1,6,0.522232967867094,0.01,0.028,1011,1394,"Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura",97,"Actinobacteria"
"181","Otu001099",0,0,0,0,0,1,6,0.601265699438227,0.01,0.028,1099,1296,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacterales_unclassified","Solirubrobacterales_unclassified",289,"Actinobacteria"
"182","Otu001148",0,0,0,0,0,1,6,0.729396406128492,0.01,0.028,1148,1232,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans",233,"Actinobacteria"
"183","Otu001254",0,0,0,0,0,1,6,0.751686547698874,0.01,0.028,1254,1103,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified",245,"Actinobacteria"
"184","Otu001398",0,0,0,0,0,1,6,0.768532499014985,0.01,0.028,1398,995,"Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Actinospicaceae","Actinospica",195,"Actinobacteria"
"185","Otu001740",0,0,0,0,0,1,6,0.645819673751459,0.01,0.028,1740,774,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified",180,"Actinobacteria"
"186","Otu001961",0,0,0,0,0,1,6,0.64063688252089,0.01,0.028,1961,656,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified",177,"Actinobacteria"
"187","Otu002303",0,0,0,0,0,1,6,0.654344851834821,0.01,0.028,2303,535,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified",130,"Actinobacteria"
"188","Otu002483",0,0,0,0,0,1,6,0.602549473029902,0.02,0.046,2483,484,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter",121,"Actinobacteria"
"189","Otu002591",0,0,0,0,0,1,6,0.573517870626854,0.01,0.028,2591,458,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacterales_unclassified","Solirubrobacterales_unclassified",108,"Actinobacteria"
"190","Otu002675",0,0,0,0,0,1,6,0.593922792145141,0.01,0.028,2675,436,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",93,"Actinobacteria"
"191","Otu002728",0,0,0,0,0,1,6,0.624058307115484,0.01,0.028,2728,426,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",126,"Actinobacteria"
"192","Otu003277",0,0,0,0,0,1,6,0.492365963917331,0.01,0.028,3277,337,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified",68,"Actinobacteria"
"193","Otu003830",0,0,0,0,0,1,6,0.577350269189626,0.01,0.028,3829,273,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified",74,"Actinobacteria"
"194","Otu004234",0,0,0,0,0,1,6,0.496948454714175,0.01,0.028,4233,238,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified",59,"Actinobacteria"
"195","Otu004248",0,0,0,0,0,1,6,0.492365963917331,0.01,0.028,4247,237,"Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora",44,"Actinobacteria"
"196","Otu000202",0,0,0,0,0,1,6,0.754438554873854,0.01,0.028,202,6706,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",737,"Bacteroidetes"
"197","Otu001729",0,0,0,0,0,1,6,0.61825047770328,0.01,0.028,1729,779,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",89,"Bacteroidetes"
"198","Otu002217",0,0,0,0,0,1,6,0.575054288286385,0.01,0.028,2217,560,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","CWT_CU03-E12","CWT_CU03-E12_unclassified",77,"Bacteroidetes"
"199","Otu002301",0,0,0,0,0,1,6,0.576994632190886,0.01,0.028,2301,535,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","CWT_CU03-E12","CWT_CU03-E12_unclassified",81,"Bacteroidetes"
"200","Otu000432",0,0,0,0,0,1,6,0.695099618998028,0.01,0.028,432,3444,"Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_unclassified","JG37-AG-4_unclassified","JG37-AG-4_unclassified",626,"Chloroflexi"
"201","Otu000822",0,0,0,0,0,1,6,0.492365963917331,0.02,0.046,822,1778,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacterales_unclassified","Ktedonobacterales_unclassified",144,"Chloroflexi"
"202","Otu001954",0,0,0,0,0,1,6,0.57312710290957,0.01,0.028,1954,661,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacterales_unclassified","Ktedonobacterales_unclassified",98,"Chloroflexi"
"203","Otu003190",0,0,0,0,0,1,6,0.499390687117634,0.01,0.028,3190,350,"Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_unclassified","JG37-AG-4_unclassified","JG37-AG-4_unclassified",49,"Chloroflexi"
"204","Otu003302",0,0,0,0,0,1,6,0.598472550121658,0.01,0.028,3302,332,"Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_unclassified","JG37-AG-4_unclassified","JG37-AG-4_unclassified",95,"Chloroflexi"
"205","Otu003470",0,0,0,0,0,1,6,0.636819828427724,0.01,0.028,3470,311,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified",64,"Gemmatimonadetes"
"206","Otu000433",0,0,0,0,0,1,6,0.872620516564962,0.01,0.028,433,3442,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera",565,"Planctomycetes"
"207","Otu000534",0,0,0,0,0,1,6,0.671445844979898,0.01,0.028,534,2669,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",555,"Planctomycetes"
"208","Otu001268",0,0,0,0,0,1,6,0.657742311326205,0.01,0.028,1268,1089,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",174,"Planctomycetes"
"209","Otu001461",0,0,0,0,0,1,6,0.723395512674573,0.01,0.028,1461,933,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",108,"Planctomycetes"
"210","Otu001612",0,0,0,0,0,1,6,0.728765829610726,0.01,0.028,1612,841,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",169,"Planctomycetes"
"211","Otu001699",0,0,0,0,0,1,6,0.546571516575167,0.01,0.028,1699,792,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",86,"Planctomycetes"
"212","Otu001791",0,0,0,0,0,1,6,0.632633973361039,0.01,0.028,1791,745,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",82,"Planctomycetes"
"213","Otu001930",0,0,0,0,0,1,6,0.552846831008129,0.01,0.028,1930,675,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",64,"Planctomycetes"
"214","Otu002143",0,0,0,0,0,1,6,0.588073811444313,0.01,0.028,2143,586,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",107,"Planctomycetes"
"215","Otu002209",0,0,0,0,0,1,6,0.577108794064605,0.01,0.028,2209,563,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",116,"Planctomycetes"
"216","Otu002376",0,0,0,0,0,1,6,0.649749272331984,0.01,0.028,2376,513,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",96,"Planctomycetes"
"217","Otu002383",0,0,0,0,0,1,6,0.668159671364073,0.01,0.028,2383,510,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",80,"Planctomycetes"
"218","Otu002947",0,0,0,0,0,1,6,0.572720960468103,0.02,0.046,2947,387,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",68,"Planctomycetes"
"219","Otu003217",0,0,0,0,0,1,6,0.545850795186258,0.01,0.028,3217,346,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",38,"Planctomycetes"
